func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00559489
convert(COO,CRS)	CRS	float	20000	20000	0.0113568
convert(COO,CRS)	CRS	float	30000	30000	0.0168454
convert(COO,CRS)	CRS	float	40000	40000	0.0221169
convert(COO,CRS)	CRS	float	50000	50000	0.0256466
convert(COO,CRS)	CRS	float	60000	60000	0.0299984
convert(COO,CRS)	CRS	float	70000	70000	0.0349283
convert(COO,CRS)	CRS	float	80000	80000	0.0397425
convert(COO,CRS)	CRS	float	90000	90000	0.0429177
convert(COO,CRS)	CRS	float	100000	100000	0.0460192
convert(COO,CRS)	CRS	double	10000	10000	0.00347631
convert(COO,CRS)	CRS	double	20000	20000	0.0072044
convert(COO,CRS)	CRS	double	30000	30000	0.0194171
convert(COO,CRS)	CRS	double	40000	40000	0.0233103
convert(COO,CRS)	CRS	double	50000	50000	0.0285857
convert(COO,CRS)	CRS	double	60000	60000	0.0402614
convert(COO,CRS)	CRS	double	70000	70000	0.0449686
convert(COO,CRS)	CRS	double	80000	80000	0.0500769
convert(COO,CRS)	CRS	double	90000	90000	0.0558886
convert(COO,CRS)	CRS	double	100000	100000	0.0618464
