func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00339865
convert(COO,Dense)	Dense	float	2000	2000	0.00736008
convert(COO,Dense)	Dense	float	3000	3000	0.0369018
convert(COO,Dense)	Dense	float	4000	4000	0.0639648
convert(COO,Dense)	Dense	float	5000	5000	0.0982489
convert(COO,Dense)	Dense	float	6000	6000	0.139542
convert(COO,Dense)	Dense	float	7000	7000	0.188362
convert(COO,Dense)	Dense	float	8000	8000	0.24358
convert(COO,Dense)	Dense	float	9000	9000	0.303484
convert(COO,Dense)	Dense	float	10000	10000	0.370573
convert(COO,Dense)	Dense	double	1000	1000	0.00344952
convert(COO,Dense)	Dense	double	2000	2000	0.0114489
convert(COO,Dense)	Dense	double	3000	3000	0.0693671
convert(COO,Dense)	Dense	double	4000	4000	0.119992
convert(COO,Dense)	Dense	double	5000	5000	0.188406
convert(COO,Dense)	Dense	double	6000	6000	0.265861
convert(COO,Dense)	Dense	double	7000	7000	0.358705
convert(COO,Dense)	Dense	double	8000	8000	0.459767
convert(COO,Dense)	Dense	double	9000	9000	0.561542
convert(COO,Dense)	Dense	double	10000	10000	0.655613
