func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.00545974	0.148359
m_tanh(CRS)	CRS	float	20000	20000	0.00512846	0.315884
m_tanh(CRS)	CRS	float	30000	30000	0.00660411	0.367952
m_tanh(CRS)	CRS	float	40000	40000	0.00887252	0.365172
m_tanh(CRS)	CRS	float	50000	50000	0.0108722	0.37251
m_tanh(CRS)	CRS	float	60000	60000	0.0130886	0.371317
m_tanh(CRS)	CRS	float	70000	70000	0.0152858	0.370933
m_tanh(CRS)	CRS	float	80000	80000	0.017996	0.36008
m_tanh(CRS)	CRS	float	90000	90000	0.0196996	0.370058
m_tanh(CRS)	CRS	float	100000	100000	0.0219547	0.368941
m_tanh(CRS)	CRS	double	10000	10000	0.00272706	0.297024
m_tanh(CRS)	CRS	double	20000	20000	0.00533169	0.303843
m_tanh(CRS)	CRS	double	30000	30000	0.00800298	0.303637
m_tanh(CRS)	CRS	double	40000	40000	0.0106505	0.30421
m_tanh(CRS)	CRS	double	50000	50000	0.0133236	0.303972
m_tanh(CRS)	CRS	double	60000	60000	0.0160992	0.301878
m_tanh(CRS)	CRS	double	70000	70000	0.0186147	0.304598
m_tanh(CRS)	CRS	double	80000	80000	0.0212884	0.304391
m_tanh(CRS)	CRS	double	90000	90000	0.0246305	0.295975
m_tanh(CRS)	CRS	double	100000	100000	0.0272144	0.297637
