func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.000162173	6.16627
m_sinh(Dense)	Dense	float	2000	2000	0.000469626	8.51741
m_sinh(Dense)	Dense	float	3000	3000	0.000979542	9.18796
m_sinh(Dense)	Dense	float	4000	4000	0.00169097	9.46204
m_sinh(Dense)	Dense	float	5000	5000	0.0026056	9.5947
m_sinh(Dense)	Dense	float	6000	6000	0.00373981	9.62616
m_sinh(Dense)	Dense	float	7000	7000	0.00514756	9.51907
m_sinh(Dense)	Dense	float	8000	8000	0.00673914	9.49676
m_sinh(Dense)	Dense	float	9000	9000	0.00849471	9.53535
m_sinh(Dense)	Dense	float	10000	10000	0.0106492	9.39042
m_sinh(Dense)	Dense	double	1000	1000	0.000507894	1.96891
m_sinh(Dense)	Dense	double	2000	2000	0.00143798	2.78169
m_sinh(Dense)	Dense	double	3000	3000	0.00295014	3.0507
m_sinh(Dense)	Dense	double	4000	4000	0.00522249	3.06367
m_sinh(Dense)	Dense	double	5000	5000	0.00778589	3.21094
m_sinh(Dense)	Dense	double	6000	6000	0.0110861	3.2473
m_sinh(Dense)	Dense	double	7000	7000	0.0148224	3.3058
m_sinh(Dense)	Dense	double	8000	8000	0.0191798	3.33685
m_sinh(Dense)	Dense	double	9000	9000	0.0240977	3.36131
m_sinh(Dense)	Dense	double	10000	10000	0.0295702	3.38178
