func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00923115
transpose(Dense)	Dense	float	2000	2000	0.043112
transpose(Dense)	Dense	float	3000	3000	0.12856
transpose(Dense)	Dense	float	4000	4000	0.24519
transpose(Dense)	Dense	float	5000	5000	0.413709
transpose(Dense)	Dense	float	6000	6000	0.62613
transpose(Dense)	Dense	float	7000	7000	0.886375
transpose(Dense)	Dense	float	8000	8000	1.19309
transpose(Dense)	Dense	float	9000	9000	1.51904
transpose(Dense)	Dense	float	10000	10000	1.88868
transpose(Dense)	Dense	double	1000	1000	0.0105165
transpose(Dense)	Dense	double	2000	2000	0.0584013
transpose(Dense)	Dense	double	3000	3000	0.182427
transpose(Dense)	Dense	double	4000	4000	0.341462
transpose(Dense)	Dense	double	5000	5000	0.56471
transpose(Dense)	Dense	double	6000	6000	0.816151
transpose(Dense)	Dense	double	7000	7000	1.12498
transpose(Dense)	Dense	double	8000	8000	1.50214
transpose(Dense)	Dense	double	9000	9000	1.9738
transpose(Dense)	Dense	double	10000	10000	2.53223
