func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	Dense	float	1000	1000	0.00114625	0.872407	10.4689
matadd(Dense,Dense,Dense)	Dense	float	2000	2000	0.00371585	1.07647	12.9176
matadd(Dense,Dense,Dense)	Dense	float	3000	3000	0.0042574	2.11397	25.3676
matadd(Dense,Dense,Dense)	Dense	float	4000	4000	0.0123894	1.29143	15.4971
matadd(Dense,Dense,Dense)	Dense	float	5000	5000	0.0417168	0.599279	7.19135
matadd(Dense,Dense,Dense)	Dense	float	6000	6000	0.0223366	1.61171	19.3405
matadd(Dense,Dense,Dense)	Dense	float	7000	7000	0.0611657	0.801103	9.61324
matadd(Dense,Dense,Dense)	Dense	float	8000	8000	0.0379003	1.68864	20.2637
matadd(Dense,Dense,Dense)	Dense	float	9000	9000	0.0793858	1.02033	12.244
matadd(Dense,Dense,Dense)	Dense	float	10000	10000	0.0656557	1.5231	18.2772
matadd(Dense,Dense,Dense)	Dense	double	1000	1000	0.000137212	7.28798	174.912
matadd(Dense,Dense,Dense)	Dense	double	2000	2000	0.00389262	1.02758	24.662
matadd(Dense,Dense,Dense)	Dense	double	3000	3000	0.0163245	0.551319	13.2316
matadd(Dense,Dense,Dense)	Dense	double	4000	4000	0.0300325	0.532757	12.7862
matadd(Dense,Dense,Dense)	Dense	double	5000	5000	0.0519081	0.48162	11.5589
matadd(Dense,Dense,Dense)	Dense	double	6000	6000	0.0617343	0.583144	13.9955
matadd(Dense,Dense,Dense)	Dense	double	7000	7000	0.0591352	0.828609	19.8866
matadd(Dense,Dense,Dense)	Dense	double	8000	8000	0.0788948	0.811207	19.469
matadd(Dense,Dense,Dense)	Dense	double	9000	9000	0.0860395	0.941429	22.5943
matadd(Dense,Dense,Dense)	Dense	double	10000	10000	0.107168	0.933113	22.3947
