func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.0011668
convert(COO,Dense)	Dense	float	2000	2000	0.00412994
convert(COO,Dense)	Dense	float	3000	3000	0.0164038
convert(COO,Dense)	Dense	float	4000	4000	0.0288238
convert(COO,Dense)	Dense	float	5000	5000	0.0429383
convert(COO,Dense)	Dense	float	6000	6000	0.0592764
convert(COO,Dense)	Dense	float	7000	7000	0.0752255
convert(COO,Dense)	Dense	float	8000	8000	0.0951339
convert(COO,Dense)	Dense	float	9000	9000	0.116603
convert(COO,Dense)	Dense	float	10000	10000	0.140267
convert(COO,Dense)	Dense	double	1000	1000	0.00167264
convert(COO,Dense)	Dense	double	2000	2000	0.00766127
convert(COO,Dense)	Dense	double	3000	3000	0.0303389
convert(COO,Dense)	Dense	double	4000	4000	0.05129
convert(COO,Dense)	Dense	double	5000	5000	0.0742016
convert(COO,Dense)	Dense	double	6000	6000	0.102759
convert(COO,Dense)	Dense	double	7000	7000	0.134478
convert(COO,Dense)	Dense	double	8000	8000	0.172279
convert(COO,Dense)	Dense	double	9000	9000	0.216361
convert(COO,Dense)	Dense	double	10000	10000	0.264456
