func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
atanh	vector	float	1000	0.000399149	0.00250533	0.0200426
atanh	vector	float	10000	1.52361e-05	0.656336	5.25069
atanh	vector	float	100000	5.03954e-05	1.98431	15.8745
atanh	vector	float	1000000	0.000406526	2.45987	19.6789
atanh	vector	float	10000000	0.00409035	2.44478	19.5582
atanh	vector	float	100000000	0.0447438	2.23494	17.8796
atanh	vector	double	1000	1.26745e-05	0.0788986	1.26238
atanh	vector	double	10000	1.55111e-05	0.644698	10.3152
atanh	vector	double	100000	6.66365e-05	1.50068	24.0109
atanh	vector	double	1000000	0.00040565	2.46518	39.4429
atanh	vector	double	10000000	0.0080543	1.24157	19.8652
atanh	vector	double	100000000	0.086834	1.15162	18.426
