func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.0154474
convert(COO,CRS)	CRS	float	20000	20000	0.0269775
convert(COO,CRS)	CRS	float	30000	30000	0.0505523
convert(COO,CRS)	CRS	float	40000	40000	0.0670849
convert(COO,CRS)	CRS	float	50000	50000	0.0831526
convert(COO,CRS)	CRS	float	60000	60000	0.0960072
convert(COO,CRS)	CRS	float	70000	70000	0.112269
convert(COO,CRS)	CRS	float	80000	80000	0.121615
convert(COO,CRS)	CRS	float	90000	90000	0.115972
convert(COO,CRS)	CRS	float	100000	100000	0.151781
convert(COO,CRS)	CRS	double	10000	10000	0.00695632
convert(COO,CRS)	CRS	double	20000	20000	0.0180256
convert(COO,CRS)	CRS	double	30000	30000	0.0586381
convert(COO,CRS)	CRS	double	40000	40000	0.0770262
convert(COO,CRS)	CRS	double	50000	50000	0.0964101
convert(COO,CRS)	CRS	double	60000	60000	0.130023
convert(COO,CRS)	CRS	double	70000	70000	0.126264
convert(COO,CRS)	CRS	double	80000	80000	0.14416
convert(COO,CRS)	CRS	double	90000	90000	0.164555
convert(COO,CRS)	CRS	double	100000	100000	0.179845
