func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	1.65573e-05	0.120793	0.483171	
sv_add	float	10000	2.52361e-05	0.792515	3.17006	
sv_add	float	100000	0.000112274	1.78136	7.12545	
sv_add	float	1000000	0.000831644	2.40487	9.6195	
sv_add	float	10000000	0.0228985	0.873421	3.49368	
sv_add	float	100000000	0.217698	0.918705	3.67482	
sv_add	double	1000	1.7423e-05	0.114791	0.918326	
sv_add	double	10000	3.35884e-05	0.595444	4.76355	
sv_add	double	100000	0.000134349	1.48866	11.9093	
sv_add	double	1000000	0.00154673	1.29305	10.3444	
sv_add	double	10000000	0.0434593	0.460201	3.68161	
sv_add	double	100000000	0.447512	0.446916	3.57533	
