func	prec	M	N	time[sec]	perf[GFLOPS] 
m_tanh(CRS)	float	1000	1000	0.00422152	0.0191874	
m_tanh(CRS)	float	10000	10000	0.000440636	1.83825	
m_tanh(CRS)	float	100000	100000	0.00491403	1.64834	
m_tanh(CRS)	float	1000000	1000000	0.0607469	1.3334	
m_tanh(CRS)	double	1000	1000	9.30918e-05	0.870109	
m_tanh(CRS)	double	10000	10000	0.000737697	1.09801	
m_tanh(CRS)	double	100000	100000	0.0124214	0.6521	
m_tanh(CRS)	double	1000000	1000000	0.11662	0.694563	
