func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000407252	0.00736645	0.0196439	
xpay	float	10000	8.7193e-06	3.44064	9.17505	
xpay	float	100000	1.06556e-05	28.1542	75.0779	
xpay	float	1000000	3.42843e-05	87.5036	233.343	
xpay	float	10000000	0.00218584	13.7247	36.5992	
xpay	float	100000000	0.0369431	8.1206	21.6549	
xpay	double	1000	0.00382802	0.000783695	0.00417971	
xpay	double	10000	0.00295816	0.0101414	0.0540877	
xpay	double	100000	1.13383e-05	26.459	141.115	
xpay	double	1000000	6.02279e-05	49.8108	265.658	
xpay	double	10000000	0.0174792	1.71632	9.15371	
xpay	double	100000000	0.0638966	4.69509	25.0405	
