func	prec	M	N	time[sec]	perf[GFLOPS] 
matvec(CRS)	float	1000	1000	0.0246538	0.00657098	
matvec(CRS)	float	10000	10000	7.2671e-06	222.922	
matvec(CRS)	float	100000	100000	6.9547e-06	2329.36	
matvec(CRS)	float	1000000	1000000	7.0553e-06	22961.5	
matvec(CRS)	double	1000	1000	7.7201e-06	20.9842	
matvec(CRS)	double	10000	10000	7.1032e-06	228.066	
matvec(CRS)	double	100000	100000	7.1246e-06	2273.81	
matvec(CRS)	double	1000000	1000000	7.3615e-06	22006.4	
