func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00177041	0.00056484	0.00451872	
tanh	float	10000	5.06328e-05	0.1975	1.58	
tanh	float	100000	0.00101929	0.0981071	0.784857	
tanh	float	1000000	0.000280246	3.5683	28.5464	
tanh	float	10000000	0.00260229	3.84277	30.7422	
tanh	float	100000000	0.0370505	2.69902	21.5921	
tanh	double	1000	1.19192e-05	0.0838982	1.34237	
tanh	double	10000	1.63899e-05	0.610132	9.76211	
tanh	double	100000	0.00020014	0.49965	7.9944	
tanh	double	1000000	0.000457976	2.18352	34.9363	
tanh	double	10000000	0.00727587	1.37441	21.9905	
tanh	double	100000000	0.0722927	1.38327	22.1323	
