func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	0.00183254	0.00109138	0.00654829	
vv_sub	float	10000	0.00188869	0.0105894	0.0635363	
vv_sub	float	100000	0.00302541	0.0661067	0.39664	
vv_sub	float	1000000	0.0125124	0.159842	0.95905	
vv_sub	float	10000000	0.0979871	0.204109	1.22465	
