func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_div	float	1000	1.79238e-05	0.111583	0.669501	
vv_div	float	10000	2.48443e-05	0.805014	4.83008	
vv_div	float	100000	0.000115965	1.72466	10.3479	
vv_div	float	1000000	0.000941409	2.12448	12.7469	
vv_div	float	10000000	0.0268095	0.746004	4.47602	
vv_div	float	100000000	0.228983	0.873427	5.24056	
vv_div	double	1000	1.79768e-05	0.111255	1.33505	
vv_div	double	10000	3.66104e-05	0.546293	6.55551	
vv_div	double	100000	0.000162461	1.23106	14.7727	
vv_div	double	1000000	0.00176968	1.13015	13.5618	
vv_div	double	10000000	0.0446689	0.447739	5.37286	
vv_div	double	100000000	0.456411	0.438202	5.25842	
