func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	1.492e-06	1.34048	8.0429	
axpy	float	10000	9.7101e-06	2.05971	12.3583	
axpy	float	100000	1.0943e-05	18.2765	109.659	
axpy	float	1000000	3.41064e-05	58.64	351.84	
axpy	float	10000000	0.00682379	2.93092	17.5855	
axpy	float	100000000	0.0458833	4.35889	26.1533	
axpy	double	1000	4.495e-07	4.44939	53.3927	
axpy	double	10000	7.9676e-06	2.51017	30.122	
axpy	double	100000	1.23927e-05	16.1385	193.662	
axpy	double	1000000	5.97379e-05	33.4796	401.755	
axpy	double	10000000	0.0170976	1.16976	14.0371	
axpy	double	100000000	0.0913439	2.18953	26.2743	
