func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.9647e-06	0.251108	1.50665	
axpyz	float	10000	7.8794e-06	2.53826	15.2296	
axpyz	float	100000	1.0523e-05	19.006	114.036	
axpyz	float	1000000	4.25991e-05	46.9493	281.696	
axpyz	float	10000000	0.00337346	5.92864	35.5718	
axpyz	float	100000000	0.033591	5.95398	35.7239	
axpyz	double	1000	7.3828e-06	0.2709	3.2508	
axpyz	double	10000	8.0891e-06	2.47246	29.6696	
axpyz	double	100000	1.17828e-05	16.9739	203.687	
axpyz	double	1000000	8.31047e-05	24.066	288.792	
axpyz	double	10000000	0.0190862	1.04788	12.5745	
axpyz	double	100000000	0.204776	0.976675	11.7201	
