func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.443e-07	4.09333	16.3733	
asum	float	10000	1.3322e-06	7.50638	30.0255	
asum	float	100000	9.3153e-06	10.735	42.9401	
asum	float	1000000	1.82571e-05	54.7732	219.093	
asum	float	10000000	0.000459312	21.7717	87.0867	
asum	float	100000000	0.00742889	13.461	53.8438	
asum	double	1000	3.273e-07	3.0553	24.4424	
asum	double	10000	8.322e-06	1.20163	9.61307	
asum	double	100000	9.6142e-06	10.4013	83.2103	
asum	double	1000000	3.27361e-05	30.5473	244.379	
asum	double	10000000	0.00715982	1.39668	11.1735	
asum	double	100000000	0.021137	4.73104	37.8484	
