func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000503593	0.00397146	0.0158858	
dot	float	10000	0.00051691	0.0386914	0.154766	
dot	float	100000	0.000517797	0.386252	1.54501	
dot	float	1000000	0.000589253	3.39413	13.5765	
dot	float	10000000	0.00128561	15.5569	62.2275	
dot	float	100000000	0.0082355	24.2851	97.1405	
dot	double	1000	0.00046381	0.00431211	0.0344969	
dot	double	10000	0.000456898	0.0437734	0.350188	
dot	double	100000	0.000458531	0.436176	3.48941	
dot	double	1000000	0.000599324	3.33709	26.6968	
dot	double	10000000	0.00200071	9.99644	79.9715	
dot	double	100000000	0.0159582	12.5327	100.262	
