func	prec	M	N	time[sec]	perf[GFLOPS]	perf[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00102694	0.15775	0.946498	
matadd(CRS,CRS,CRS)	float	10000	10000	0.000212363	7.62846	45.7707	
matadd(CRS,CRS,CRS)	float	100000	100000	0.0210109	0.771028	4.62617	
matadd(CRS,CRS,CRS)	float	1000000	1000000	0.199888	0.810453	4.86272	
matadd(CRS,CRS,CRS)	double	1000	1000	4.2157e-05	3.84278	46.1133	
matadd(CRS,CRS,CRS)	double	10000	10000	0.000976264	1.65939	19.9126	
matadd(CRS,CRS,CRS)	double	100000	100000	0.0428105	0.378412	4.54094	
matadd(CRS,CRS,CRS)	double	1000000	1000000	0.308889	0.52446	6.29353	
