func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_add	float	1000	1.62709e-05	0.122919	0.737513	
vv_add	float	10000	2.59827e-05	0.769743	4.61846	
vv_add	float	100000	0.000139758	1.43105	8.58628	
vv_add	float	1000000	0.00085611	2.33615	14.0169	
vv_add	float	10000000	0.0311007	0.643073	3.85844	
vv_add	float	100000000	0.24091	0.830186	4.98112	
vv_add	double	1000	0.00765151	0.000261386	0.00313664	
vv_add	double	10000	0.00749842	0.00266723	0.0320067	
vv_add	double	100000	0.00485229	0.0412176	0.494612	
vv_add	double	1000000	0.00162697	1.22928	14.7514	
vv_add	double	10000000	0.0490882	0.40743	4.88916	
vv_add	double	100000000	0.49557	0.403576	4.84291	
