func	prec	M	N	K	time[sec]	perf[GFLOPS] 
matmul(Dense,Dense,Dense)	float	1000	1000	1000	0.0178825	111.841	
matmul(Dense,Dense,Dense)	float	2000	2000	2000	0.0105349	1518.76	
matmul(Dense,Dense,Dense)	float	3000	3000	3000	0.0281452	1918.62	
matmul(Dense,Dense,Dense)	float	4000	4000	4000	0.0609441	2100.29	
matmul(Dense,Dense,Dense)	float	5000	5000	5000	0.12216	2046.5	
matmul(Dense,Dense,Dense)	double	1000	1000	1000	0.0276681	72.2853	
matmul(Dense,Dense,Dense)	double	2000	2000	2000	0.208699	76.6655	
matmul(Dense,Dense,Dense)	double	3000	3000	3000	0.682751	79.0918	
matmul(Dense,Dense,Dense)	double	4000	4000	4000	1.62545	78.7472	
matmul(Dense,Dense,Dense)	double	5000	5000	5000	3.18852	78.4063	
