func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000243664	0.00410401	0.0328321	
tanh	float	10000	4.24316e-05	0.235673	1.88539	
tanh	float	100000	0.000156005	0.641004	5.12803	
tanh	float	1000000	0.00121663	0.821945	6.57556	
tanh	float	10000000	0.0111454	0.897228	7.17783	
tanh	float	100000000	0.110586	0.904271	7.23417	
tanh	double	1000	1.21667e-05	0.0821916	1.31506	
tanh	double	10000	5.05211e-05	0.197937	3.16699	
tanh	double	100000	0.000251688	0.397317	6.35707	
tanh	double	1000000	0.00194216	0.51489	8.23824	
tanh	double	10000000	0.0186125	0.537273	8.59637	
tanh	double	100000000	0.184649	0.541568	8.66509	
