func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.0715e-06	0.110235	0.440941	
sum	float	10000	9.5211e-06	1.0503	4.2012	
sum	float	100000	1.61313e-05	6.19913	24.7965	
sum	float	1000000	8.11754e-05	12.319	49.276	
sum	float	10000000	0.000768706	13.0089	52.0355	
sum	float	100000000	0.0105688	9.46183	37.8473	
sum	double	1000	8.8241e-06	0.113326	0.906608	
sum	double	10000	9.5162e-06	1.05084	8.40672	
sum	double	100000	1.55806e-05	6.41824	51.3459	
sum	double	1000000	8.10091e-05	12.3443	98.7543	
sum	double	10000000	0.00511565	1.95479	15.6383	
sum	double	100000000	0.0173837	5.75252	46.0202	
