func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_div	float	1000	0.00103469	0.00193294	0.00773175	
sv_div	float	10000	2.41358e-05	0.828645	3.31458	
sv_div	float	100000	0.000123125	1.62436	6.49744	
sv_div	float	1000000	0.000893213	2.23911	8.95644	
sv_div	float	10000000	0.0236	0.847457	3.38983	
sv_div	float	100000000	0.222368	0.89941	3.59764	
sv_div	double	1000	1.91013e-05	0.104705	0.837639	
sv_div	double	10000	3.6005e-05	0.555478	4.44383	
sv_div	double	100000	0.000162997	1.22701	9.81611	
sv_div	double	1000000	0.00173845	1.15045	9.20361	
sv_div	double	10000000	0.0467398	0.427901	3.4232	
sv_div	double	100000000	0.429492	0.465666	3.72533	
