func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	9.8536e-06	0.101486	0.811886	
v_minus	float	10000	1.92682e-05	0.51899	4.15192	
v_minus	float	100000	0.00013742	0.727696	5.82157	
v_minus	float	1000000	0.00112612	0.888002	7.10402	
v_minus	float	10000000	0.0282772	0.353641	2.82913	
v_minus	float	100000000	0.267724	0.373519	2.98815	
v_minus	double	1000	1.03208e-05	0.0968917	1.55027	
v_minus	double	10000	3.06919e-05	0.325819	5.2131	
v_minus	double	100000	0.00024138	0.414285	6.62856	
v_minus	double	1000000	0.00235199	0.425173	6.80276	
v_minus	double	10000000	0.0591951	0.168933	2.70293	
v_minus	double	100000000	0.535167	0.186858	2.98972	
