func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000249281	0.00401154	0.0320923	
scal	float	10000	0.000309093	0.0323527	0.258821	
scal	float	100000	0.000329056	0.3039	2.4312	
scal	float	1000000	0.000364309	2.74492	21.9594	
scal	float	10000000	0.00107769	9.27907	74.2326	
scal	float	100000000	0.00853305	11.7191	93.7531	
scal	double	1000	0.000278143	0.00359528	0.0575244	
scal	double	10000	0.000272822	0.0366539	0.586462	
scal	double	100000	0.000312639	0.319858	5.11773	
scal	double	1000000	0.000413281	2.41966	38.7146	
scal	double	10000000	0.00194292	5.14688	82.3501	
scal	double	100000000	0.0165004	6.06047	96.9676	
