func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.71e-07	3.69004	29.5203	
scal	float	10000	1.7456e-06	5.72869	45.8295	
scal	float	100000	8.2813e-06	12.0754	96.6032	
scal	float	1000000	2.13035e-05	46.9406	375.525	
scal	float	10000000	0.000535323	18.6803	149.443	
scal	float	100000000	0.0162417	6.15699	49.2559	
scal	double	1000	3.13e-07	3.19489	51.1182	
scal	double	10000	6.8226e-06	1.46572	23.4515	
scal	double	100000	1.04377e-05	9.58065	153.29	
scal	double	1000000	4.10558e-05	24.3571	389.714	
scal	double	10000000	0.00925635	1.08034	17.2854	
scal	double	100000000	0.0752104	1.3296	21.2737	
