func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000483882	0.00413324	0.0247994	
axpy	float	10000	0.000495709	0.0403462	0.242077	
axpy	float	100000	0.000512539	0.390214	2.34129	
axpy	float	1000000	0.000604049	3.31099	19.8659	
axpy	float	10000000	0.00168724	11.8537	71.1223	
axpy	float	100000000	0.0124742	16.0331	96.1989	
axpy	double	1000	0.000436713	0.00457967	0.0549561	
axpy	double	10000	0.000446455	0.0447973	0.537568	
axpy	double	100000	0.000470095	0.425446	5.10535	
axpy	double	1000000	0.000661075	3.02537	36.3045	
axpy	double	10000000	0.00282729	7.0739	84.8868	
axpy	double	100000000	0.0244141	8.19199	98.3039	
