func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000321481	3.11061
m_asinh(Dense)	Dense	float	2000	2000	0.00110274	3.62734
m_asinh(Dense)	Dense	float	3000	3000	0.00240436	3.74321
m_asinh(Dense)	Dense	float	4000	4000	0.00392679	4.07457
m_asinh(Dense)	Dense	float	5000	5000	0.00522086	4.78848
m_asinh(Dense)	Dense	float	6000	6000	0.0071819	5.0126
m_asinh(Dense)	Dense	float	7000	7000	0.00968763	5.058
m_asinh(Dense)	Dense	float	8000	8000	0.0125944	5.08164
m_asinh(Dense)	Dense	float	9000	9000	0.0158877	5.09829
m_asinh(Dense)	Dense	float	10000	10000	0.0195577	5.11307
m_asinh(Dense)	Dense	double	1000	1000	0.00141859	0.704923
m_asinh(Dense)	Dense	double	2000	2000	0.00553972	0.722058
m_asinh(Dense)	Dense	double	3000	3000	0.0125297	0.718292
m_asinh(Dense)	Dense	double	4000	4000	0.0222942	0.717677
m_asinh(Dense)	Dense	double	5000	5000	0.0347999	0.718392
m_asinh(Dense)	Dense	double	6000	6000	0.0500457	0.719343
m_asinh(Dense)	Dense	double	7000	7000	0.0684277	0.716084
m_asinh(Dense)	Dense	double	8000	8000	0.0889463	0.719535
m_asinh(Dense)	Dense	double	9000	9000	0.112627	0.719189
m_asinh(Dense)	Dense	double	10000	10000	0.139116	0.718824
