func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	5.95292e-05	16.7985	134.388
mscal(Dense)	Dense	float	2000	2000	0.000208949	19.1434	153.147
mscal(Dense)	Dense	float	3000	3000	0.000467241	19.262	154.096
mscal(Dense)	Dense	float	4000	4000	0.00548666	2.91617	23.3293
mscal(Dense)	Dense	float	5000	5000	0.0114881	2.17616	17.4093
mscal(Dense)	Dense	float	6000	6000	0.0156977	2.29333	18.3466
mscal(Dense)	Dense	float	7000	7000	0.0247321	1.98123	15.8498
mscal(Dense)	Dense	float	8000	8000	0.0281604	2.27269	18.1815
mscal(Dense)	Dense	float	9000	9000	0.0412694	1.96271	15.7017
mscal(Dense)	Dense	float	10000	10000	0.0429049	2.33073	18.6459
mscal(Dense)	Dense	double	1000	1000	6.18671e-05	16.1637	258.619
mscal(Dense)	Dense	double	2000	2000	0.000222027	18.0158	288.253
mscal(Dense)	Dense	double	3000	3000	0.00806409	1.11606	17.8569
mscal(Dense)	Dense	double	4000	4000	0.0153599	1.04167	16.6667
mscal(Dense)	Dense	double	5000	5000	0.0246682	1.01345	16.2152
mscal(Dense)	Dense	double	6000	6000	0.0318463	1.13043	18.0868
mscal(Dense)	Dense	double	7000	7000	0.0489781	1.00045	16.0071
mscal(Dense)	Dense	double	8000	8000	0.0585241	1.09357	17.4971
mscal(Dense)	Dense	double	9000	9000	0.0743486	1.08946	17.4314
mscal(Dense)	Dense	double	10000	10000	0.101293	0.987233	15.7957
