func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	vector	float	1000	1.76233e-07	11.3486	45.3944
dot	vector	float	10000	2.8524e-06	7.01164	28.0466
dot	vector	float	100000	7.1839e-06	27.84	111.36
dot	vector	float	1000000	4.18366e-05	47.805	191.22
dot	vector	float	10000000	0.00311898	6.41235	25.6494
dot	vector	float	100000000	0.0294478	6.79169	27.1668
dot	vector	double	1000	4.30567e-07	4.64504	37.1603
dot	vector	double	10000	7.28933e-06	2.74374	21.9499
dot	vector	double	100000	9.59083e-06	20.8532	166.826
dot	vector	double	1000000	8.06564e-05	24.7965	198.372
dot	vector	double	10000000	0.00567817	3.52226	28.1781
dot	vector	double	100000000	0.0721032	2.7738	22.1904
