func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00863038	231.739
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0249414	270.634
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0343191	466.213
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0739177	422.768
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.1088	496.325
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.187464	457.421
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.244165	524.236
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.341248	534.068
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.482198	518.46
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0127517	156.842
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0295031	228.79
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0863565	185.279
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.117525	265.901
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.211845	254.903
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.322637	265.779
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.481726	265.711
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.671757	271.303
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.941775	265.456
