func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	vector	float	1000	4.05184e-05	0.0246802	0.0987207
sum	vector	float	10000	4.36229e-05	0.229238	0.91695
sum	vector	float	100000	0.00011548	0.865951	3.46381
sum	vector	float	1000000	0.00107051	0.934131	3.73652
sum	vector	float	10000000	0.0081165	1.23206	4.92823
sum	vector	float	100000000	0.0711364	1.40575	5.623
sum	vector	double	1000	4.72917e-05	0.0211453	0.169163
sum	vector	double	10000	5.31285e-05	0.188223	1.50578
sum	vector	double	100000	0.000117034	0.85445	6.8356
sum	vector	double	1000000	0.000901956	1.1087	8.86962
sum	vector	double	10000000	0.00665054	1.50364	12.0291
sum	vector	double	100000000	0.0640495	1.56129	12.4903
