func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(Dense,Dense,Dense)	Dense	float	1000	1000	0.00019123	5.2293	62.7516
matsub(Dense,Dense,Dense)	Dense	float	2000	2000	0.000666396	6.00244	72.0293
matsub(Dense,Dense,Dense)	Dense	float	3000	3000	0.00117643	7.65027	91.8032
matsub(Dense,Dense,Dense)	Dense	float	4000	4000	0.00199368	8.02534	96.3041
matsub(Dense,Dense,Dense)	Dense	float	5000	5000	0.00323102	7.73748	92.8498
matsub(Dense,Dense,Dense)	Dense	float	6000	6000	0.00456294	7.88966	94.6759
matsub(Dense,Dense,Dense)	Dense	float	7000	7000	0.00616454	7.94869	95.3843
matsub(Dense,Dense,Dense)	Dense	float	8000	8000	0.0080023	7.9977	95.9724
matsub(Dense,Dense,Dense)	Dense	float	9000	9000	0.00999031	8.10786	97.2943
matsub(Dense,Dense,Dense)	Dense	float	10000	10000	0.0122969	8.13215	97.5858
matsub(Dense,Dense,Dense)	Dense	double	1000	1000	0.000395259	2.52999	60.7197
matsub(Dense,Dense,Dense)	Dense	double	2000	2000	0.0010261	3.89825	93.5579
matsub(Dense,Dense,Dense)	Dense	double	3000	3000	0.002268	3.96826	95.2382
matsub(Dense,Dense,Dense)	Dense	double	4000	4000	0.00410043	3.90203	93.6486
matsub(Dense,Dense,Dense)	Dense	double	5000	5000	0.00624649	4.00225	96.0539
matsub(Dense,Dense,Dense)	Dense	double	6000	6000	0.00890261	4.04376	97.0502
matsub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120378	4.07053	97.6926
matsub(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156604	4.08673	98.0815
matsub(Dense,Dense,Dense)	Dense	double	9000	9000	0.019729	4.10564	98.5353
matsub(Dense,Dense,Dense)	Dense	double	10000	10000	0.0243061	4.11419	98.7407
