func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00674467
convert(COO,CRS)	CRS	float	20000	20000	0.0128462
convert(COO,CRS)	CRS	float	30000	30000	0.0232467
convert(COO,CRS)	CRS	float	40000	40000	0.0308331
convert(COO,CRS)	CRS	float	50000	50000	0.0375585
convert(COO,CRS)	CRS	float	60000	60000	0.0448606
convert(COO,CRS)	CRS	float	70000	70000	0.0531569
convert(COO,CRS)	CRS	float	80000	80000	0.0597363
convert(COO,CRS)	CRS	float	90000	90000	0.0672604
convert(COO,CRS)	CRS	float	100000	100000	0.0738731
convert(COO,CRS)	CRS	double	10000	10000	0.00507889
convert(COO,CRS)	CRS	double	20000	20000	0.0135239
convert(COO,CRS)	CRS	double	30000	30000	0.0288502
convert(COO,CRS)	CRS	double	40000	40000	0.0383925
convert(COO,CRS)	CRS	double	50000	50000	0.0479426
convert(COO,CRS)	CRS	double	60000	60000	0.0632543
convert(COO,CRS)	CRS	double	70000	70000	0.0738286
convert(COO,CRS)	CRS	double	80000	80000	0.0835231
convert(COO,CRS)	CRS	double	90000	90000	0.0940355
convert(COO,CRS)	CRS	double	100000	100000	0.104656
