func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.00269592	0.370931
m_atan(Dense)	Dense	float	2000	2000	0.00815348	0.490588
m_atan(Dense)	Dense	float	3000	3000	0.0188295	0.477974
m_atan(Dense)	Dense	float	4000	4000	0.0299933	0.533453
m_atan(Dense)	Dense	float	5000	5000	0.0485495	0.514939
m_atan(Dense)	Dense	float	6000	6000	0.0668626	0.538418
m_atan(Dense)	Dense	float	7000	7000	0.0876677	0.558929
m_atan(Dense)	Dense	float	8000	8000	0.120306	0.531978
m_atan(Dense)	Dense	float	9000	9000	0.147373	0.549627
m_atan(Dense)	Dense	float	10000	10000	0.181363	0.55138
m_atan(Dense)	Dense	double	1000	1000	0.00202223	0.494502
m_atan(Dense)	Dense	double	2000	2000	0.0104183	0.38394
m_atan(Dense)	Dense	double	3000	3000	0.0232231	0.387546
m_atan(Dense)	Dense	double	4000	4000	0.0399732	0.400269
m_atan(Dense)	Dense	double	5000	5000	0.0580677	0.430532
m_atan(Dense)	Dense	double	6000	6000	0.087608	0.410921
m_atan(Dense)	Dense	double	7000	7000	0.10837	0.452153
m_atan(Dense)	Dense	double	8000	8000	0.153504	0.416926
m_atan(Dense)	Dense	double	9000	9000	0.186046	0.435377
m_atan(Dense)	Dense	double	10000	10000	0.223244	0.44794
