func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0082384	242.765
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00474608	1422.23
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00909713	1758.8
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0156269	1999.76
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258536	2088.68
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414582	2068.35
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0610859	2095.41
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0883316	2063.25
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121255	2061.78
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0277929	71.9609
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884198	76.3403
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208843	76.6127
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406255	76.9222
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682163	79.1599
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09167	78.5493
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62344	78.8449
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.317	78.6577
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18594	78.4699
