func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_mul(Dense,Dense)	Dense	float	1000	1000	3.59889e-05	27.7864	222.291
sm_mul(Dense,Dense)	Dense	float	2000	2000	0.000119729	33.4088	267.271
sm_mul(Dense,Dense)	Dense	float	3000	3000	0.00562823	1.59908	12.7927
sm_mul(Dense,Dense)	Dense	float	4000	4000	0.0131734	1.21457	9.71655
sm_mul(Dense,Dense)	Dense	float	5000	5000	0.0156982	1.59254	12.7403
sm_mul(Dense,Dense)	Dense	float	6000	6000	0.0320934	1.12173	8.97382
sm_mul(Dense,Dense)	Dense	float	7000	7000	0.0455525	1.07568	8.60545
sm_mul(Dense,Dense)	Dense	float	8000	8000	0.0262947	2.43395	19.4716
sm_mul(Dense,Dense)	Dense	float	9000	9000	0.0642296	1.2611	10.0888
sm_mul(Dense,Dense)	Dense	float	10000	10000	0.0807435	1.23849	9.90792
sm_mul(Dense,Dense)	Dense	double	1000	1000	6.4873e-05	15.4147	246.636
sm_mul(Dense,Dense)	Dense	double	2000	2000	0.00524112	0.763195	12.2111
sm_mul(Dense,Dense)	Dense	double	3000	3000	0.0128471	0.700549	11.2088
sm_mul(Dense,Dense)	Dense	double	4000	4000	0.0281614	0.568153	9.09045
sm_mul(Dense,Dense)	Dense	double	5000	5000	0.0212094	1.17872	18.8596
sm_mul(Dense,Dense)	Dense	double	6000	6000	0.0446273	0.806681	12.9069
sm_mul(Dense,Dense)	Dense	double	7000	7000	0.0684319	0.71604	11.4566
sm_mul(Dense,Dense)	Dense	double	8000	8000	0.0844598	0.757757	12.1241
sm_mul(Dense,Dense)	Dense	double	9000	9000	0.0924839	0.875828	14.0132
sm_mul(Dense,Dense)	Dense	double	10000	10000	0.122573	0.815842	13.0535
