func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00383529
convert(COO,CRS)	CRS	float	20000	20000	0.00710272
convert(COO,CRS)	CRS	float	30000	30000	0.0101575
convert(COO,CRS)	CRS	float	40000	40000	0.013059
convert(COO,CRS)	CRS	float	50000	50000	0.0162062
convert(COO,CRS)	CRS	float	60000	60000	0.0192566
convert(COO,CRS)	CRS	float	70000	70000	0.0223642
convert(COO,CRS)	CRS	float	80000	80000	0.0250133
convert(COO,CRS)	CRS	float	90000	90000	0.0240969
convert(COO,CRS)	CRS	float	100000	100000	0.0266783
convert(COO,CRS)	CRS	double	10000	10000	0.00328263
convert(COO,CRS)	CRS	double	20000	20000	0.00662144
convert(COO,CRS)	CRS	double	30000	30000	0.0126493
convert(COO,CRS)	CRS	double	40000	40000	0.0161854
convert(COO,CRS)	CRS	double	50000	50000	0.017744
convert(COO,CRS)	CRS	double	60000	60000	0.0225751
convert(COO,CRS)	CRS	double	70000	70000	0.0261106
convert(COO,CRS)	CRS	double	80000	80000	0.0294609
convert(COO,CRS)	CRS	double	90000	90000	0.0334325
convert(COO,CRS)	CRS	double	100000	100000	0.052327
