func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(CRS)	CRS	float	10000	10000	7.44372e-05	10.8817
m_sign(CRS)	CRS	float	20000	20000	0.000531734	3.04663
m_sign(CRS)	CRS	float	30000	30000	0.00170864	1.42218
m_sign(CRS)	CRS	float	40000	40000	0.00232618	1.39284
m_sign(CRS)	CRS	float	50000	50000	0.00288707	1.4028
m_sign(CRS)	CRS	float	60000	60000	0.00331497	1.46608
m_sign(CRS)	CRS	float	70000	70000	0.00383764	1.47747
m_sign(CRS)	CRS	float	80000	80000	0.00440318	1.47166
m_sign(CRS)	CRS	float	90000	90000	0.00494934	1.47292
m_sign(CRS)	CRS	float	100000	100000	0.00550301	1.47192
m_sign(CRS)	CRS	double	10000	10000	0.000466877	1.73493
m_sign(CRS)	CRS	double	20000	20000	0.00221626	0.730961
m_sign(CRS)	CRS	double	30000	30000	0.00329541	0.73739
m_sign(CRS)	CRS	double	40000	40000	0.00439046	0.737963
m_sign(CRS)	CRS	double	50000	50000	0.00549021	0.737677
m_sign(CRS)	CRS	double	60000	60000	0.00656845	0.7399
m_sign(CRS)	CRS	double	70000	70000	0.0076648	0.739746
m_sign(CRS)	CRS	double	80000	80000	0.00875694	0.739984
m_sign(CRS)	CRS	double	90000	90000	0.00983185	0.741468
m_sign(CRS)	CRS	double	100000	100000	0.0109321	0.740935
