func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(Dense)	Dense	float	1000	1000	0.000181675	5.50433
m_floor(Dense)	Dense	float	2000	2000	0.000542591	7.37204
m_floor(Dense)	Dense	float	3000	3000	0.0011434	7.87124
m_floor(Dense)	Dense	float	4000	4000	0.00195116	8.20026
m_floor(Dense)	Dense	float	5000	5000	0.0027293	9.15986
m_floor(Dense)	Dense	float	6000	6000	0.00351215	10.2501
m_floor(Dense)	Dense	float	7000	7000	0.0047477	10.3208
m_floor(Dense)	Dense	float	8000	8000	0.00623429	10.2658
m_floor(Dense)	Dense	float	9000	9000	0.00780131	10.3829
m_floor(Dense)	Dense	float	10000	10000	0.00955063	10.4705
m_floor(Dense)	Dense	double	1000	1000	0.000262856	3.80436
m_floor(Dense)	Dense	double	2000	2000	0.000750664	5.32862
m_floor(Dense)	Dense	double	3000	3000	0.00152203	5.91316
m_floor(Dense)	Dense	double	4000	4000	0.00265586	6.02441
m_floor(Dense)	Dense	double	5000	5000	0.00420051	5.95166
m_floor(Dense)	Dense	double	6000	6000	0.0059978	6.0022
m_floor(Dense)	Dense	double	7000	7000	0.00811996	6.03451
m_floor(Dense)	Dense	double	8000	8000	0.0105612	6.05989
m_floor(Dense)	Dense	double	9000	9000	0.0133033	6.08871
m_floor(Dense)	Dense	double	10000	10000	0.0163865	6.10257
