func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_sub(Dense,Dense)	Dense	float	1000	1000	0.000182737	5.47234	43.7787
sm_sub(Dense,Dense)	Dense	float	2000	2000	0.000541441	7.3877	59.1016
sm_sub(Dense,Dense)	Dense	float	3000	3000	0.00114095	7.88815	63.1052
sm_sub(Dense,Dense)	Dense	float	4000	4000	0.00167892	9.52994	76.2396
sm_sub(Dense,Dense)	Dense	float	5000	5000	0.00243788	10.2548	82.0385
sm_sub(Dense,Dense)	Dense	float	6000	6000	0.00350764	10.2633	82.1066
sm_sub(Dense,Dense)	Dense	float	7000	7000	0.00475797	10.2985	82.3881
sm_sub(Dense,Dense)	Dense	float	8000	8000	0.00618439	10.3486	82.7892
sm_sub(Dense,Dense)	Dense	float	9000	9000	0.00769449	10.527	84.2161
sm_sub(Dense,Dense)	Dense	float	10000	10000	0.00945269	10.579	84.632
sm_sub(Dense,Dense)	Dense	double	1000	1000	0.000362742	2.75678	44.1085
sm_sub(Dense,Dense)	Dense	double	2000	2000	0.000711053	5.62546	90.0073
sm_sub(Dense,Dense)	Dense	double	3000	3000	0.00152358	5.90713	94.5141
sm_sub(Dense,Dense)	Dense	double	4000	4000	0.00274236	5.83438	93.3502
sm_sub(Dense,Dense)	Dense	double	5000	5000	0.00425349	5.87752	94.0403
sm_sub(Dense,Dense)	Dense	double	6000	6000	0.00603424	5.96595	95.4552
sm_sub(Dense,Dense)	Dense	double	7000	7000	0.00815154	6.01114	96.1782
sm_sub(Dense,Dense)	Dense	double	8000	8000	0.0106372	6.01663	96.2661
sm_sub(Dense,Dense)	Dense	double	9000	9000	0.0134024	6.0437	96.6992
sm_sub(Dense,Dense)	Dense	double	10000	10000	0.0164735	6.07037	97.1259
