func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_div(Dense,Dense)	Dense	float	1000	1000	0.000260024	3.8458	30.7664
sm_div(Dense,Dense)	Dense	float	2000	2000	0.000851183	4.69934	37.5947
sm_div(Dense,Dense)	Dense	float	3000	3000	0.00186159	4.83459	38.6767
sm_div(Dense,Dense)	Dense	float	4000	4000	0.00275118	5.81569	46.5255
sm_div(Dense,Dense)	Dense	float	5000	5000	0.00391789	6.38098	51.0479
sm_div(Dense,Dense)	Dense	float	6000	6000	0.00606221	5.93842	47.5074
sm_div(Dense,Dense)	Dense	float	7000	7000	0.00753031	6.50704	52.0563
sm_div(Dense,Dense)	Dense	float	8000	8000	0.00984794	6.49882	51.9906
sm_div(Dense,Dense)	Dense	float	9000	9000	0.0123805	6.54254	52.3403
sm_div(Dense,Dense)	Dense	float	10000	10000	0.0151981	6.57976	52.6381
sm_div(Dense,Dense)	Dense	double	1000	1000	0.000508394	1.96698	31.4717
sm_div(Dense,Dense)	Dense	double	2000	2000	0.00169695	2.35717	37.7147
sm_div(Dense,Dense)	Dense	double	3000	3000	0.00375018	2.39989	38.3982
sm_div(Dense,Dense)	Dense	double	4000	4000	0.00678972	2.3565	37.7041
sm_div(Dense,Dense)	Dense	double	5000	5000	0.0105659	2.36611	37.8578
sm_div(Dense,Dense)	Dense	double	6000	6000	0.0151437	2.37723	38.0356
sm_div(Dense,Dense)	Dense	double	7000	7000	0.0205844	2.38044	38.087
sm_div(Dense,Dense)	Dense	double	8000	8000	0.0270776	2.36357	37.8172
sm_div(Dense,Dense)	Dense	double	9000	9000	0.0340676	2.37762	38.042
sm_div(Dense,Dense)	Dense	double	10000	10000	0.0420726	2.37685	38.0295
