func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000499067	2.00374
m_asinh(Dense)	Dense	float	2000	2000	0.00125735	3.1813
m_asinh(Dense)	Dense	float	3000	3000	0.00323143	2.78514
m_asinh(Dense)	Dense	float	4000	4000	0.00566542	2.82415
m_asinh(Dense)	Dense	float	5000	5000	0.00880963	2.8378
m_asinh(Dense)	Dense	float	6000	6000	0.0125769	2.86238
m_asinh(Dense)	Dense	float	7000	7000	0.0172205	2.84545
m_asinh(Dense)	Dense	float	8000	8000	0.0220586	2.90136
m_asinh(Dense)	Dense	float	9000	9000	0.0280174	2.89106
m_asinh(Dense)	Dense	float	10000	10000	0.0344275	2.90466
m_asinh(Dense)	Dense	double	1000	1000	0.000485336	2.06043
m_asinh(Dense)	Dense	double	2000	2000	0.00287041	1.39353
m_asinh(Dense)	Dense	double	3000	3000	0.00619397	1.45303
m_asinh(Dense)	Dense	double	4000	4000	0.0109446	1.4619
m_asinh(Dense)	Dense	double	5000	5000	0.0170109	1.46965
m_asinh(Dense)	Dense	double	6000	6000	0.0245017	1.46928
m_asinh(Dense)	Dense	double	7000	7000	0.0332878	1.47201
m_asinh(Dense)	Dense	double	8000	8000	0.0434586	1.47267
m_asinh(Dense)	Dense	double	9000	9000	0.0552209	1.46684
m_asinh(Dense)	Dense	double	10000	10000	0.0679063	1.47262
