func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00114605
convert(COO,Dense)	Dense	float	2000	2000	0.00412434
convert(COO,Dense)	Dense	float	3000	3000	0.0100514
convert(COO,Dense)	Dense	float	4000	4000	0.0167742
convert(COO,Dense)	Dense	float	5000	5000	0.0250715
convert(COO,Dense)	Dense	float	6000	6000	0.0347994
convert(COO,Dense)	Dense	float	7000	7000	0.0459493
convert(COO,Dense)	Dense	float	8000	8000	0.0584971
convert(COO,Dense)	Dense	float	9000	9000	0.0729129
convert(COO,Dense)	Dense	float	10000	10000	0.0961954
convert(COO,Dense)	Dense	double	1000	1000	0.00161735
convert(COO,Dense)	Dense	double	2000	2000	0.00706015
convert(COO,Dense)	Dense	double	3000	3000	0.0171474
convert(COO,Dense)	Dense	double	4000	4000	0.0294605
convert(COO,Dense)	Dense	double	5000	5000	0.0442731
convert(COO,Dense)	Dense	double	6000	6000	0.0626741
convert(COO,Dense)	Dense	double	7000	7000	0.0930682
convert(COO,Dense)	Dense	double	8000	8000	0.151168
convert(COO,Dense)	Dense	double	9000	9000	0.212334
convert(COO,Dense)	Dense	double	10000	10000	0.266175
