func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	6.74342e-05	0.0296585	0.118634
sv_sub	float	10000	2.67915e-05	0.746505	2.98602
sv_sub	float	100000	0.000119859	1.66862	6.67448
sv_sub	float	1000000	0.000927714	2.15584	8.62335
sv_sub	float	10000000	0.0261085	0.766033	3.06413
sv_sub	float	100000000	0.22063	0.906495	3.62598
sv_sub	double	1000	1.7121e-05	0.116816	0.934525
sv_sub	double	10000	3.42828e-05	0.583383	4.66706
sv_sub	double	100000	0.000149858	1.3346	10.6768
sv_sub	double	1000000	0.00155519	1.28602	10.2882
sv_sub	double	10000000	0.0551823	0.362435	2.89948
sv_sub	double	100000000	0.441872	0.45262	3.62096
