func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00173777	0.000575449	0.00460359
tanh	float	10000	4.5088e-05	0.221789	1.77431
tanh	float	100000	0.000634632	0.157572	1.26057
tanh	float	1000000	0.000265216	3.77051	30.1641
tanh	float	10000000	0.00259853	3.84833	30.7866
tanh	float	100000000	0.0370715	2.69749	21.5799
tanh	double	1000	1.16874e-05	0.0855622	1.369
tanh	double	10000	1.75398e-05	0.570132	9.12211
tanh	double	100000	0.000192688	0.518974	8.30358
tanh	double	1000000	0.000458738	2.17989	34.8783
tanh	double	10000000	0.00711517	1.40545	22.4872
tanh	double	100000000	0.0699058	1.4305	22.8879
