func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00108046	0.0749678	0.599743
mscal(CRS)	float	10000	10000	9.19889e-05	8.80541	70.4433
mscal(CRS)	float	100000	100000	0.00602202	1.34506	10.7605
mscal(CRS)	float	1000000	1000000	0.0834537	0.970598	7.76478
mscal(CRS)	double	1000	1000	3.12403e-05	2.5928	41.4849
mscal(CRS)	double	10000	10000	0.00018755	4.31884	69.1015
mscal(CRS)	double	100000	100000	0.0158151	0.512169	8.1947
mscal(CRS)	double	1000000	1000000	0.153118	0.529004	8.46407
