func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.38e-07	4.20168	33.6134
scal	float	10000	1.7583e-06	5.68731	45.4985
scal	float	100000	8.7357e-06	11.4473	91.5782
scal	float	1000000	2.23442e-05	44.7543	358.035
scal	float	10000000	0.000408987	24.4506	195.605
scal	float	100000000	0.0148549	6.7318	53.8544
scal	double	1000	3.167e-07	3.15756	50.521
scal	double	10000	7.8102e-06	1.28038	20.486
scal	double	100000	1.10124e-05	9.08067	145.291
scal	double	1000000	4.23902e-05	23.5904	377.446
scal	double	10000000	0.00838419	1.19272	19.0835
scal	double	100000000	0.0343261	2.91324	46.6118
