func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	0.00250996	0.398413	3.1873
mscal(Dense)	float	2000	2000	9.88431e-05	40.4682	323.745
mscal(Dense)	float	3000	3000	0.00026082	34.5066	276.053
mscal(Dense)	float	4000	4000	0.00557454	2.87019	22.9615
mscal(Dense)	float	5000	5000	0.010622	2.35362	18.8289
mscal(Dense)	float	6000	6000	0.0154996	2.32263	18.5811
mscal(Dense)	float	7000	7000	0.0216225	2.26616	18.1293
mscal(Dense)	float	8000	8000	0.0282893	2.26234	18.0987
mscal(Dense)	float	9000	9000	0.0185802	4.35947	34.8758
mscal(Dense)	float	10000	10000	0.0437317	2.28667	18.2934
mscal(Dense)	double	1000	1000	4.90235e-05	20.3984	326.374
mscal(Dense)	double	2000	2000	0.000192741	20.7533	332.052
mscal(Dense)	double	3000	3000	0.00674699	1.33393	21.3428
mscal(Dense)	double	4000	4000	0.0138398	1.15609	18.4974
mscal(Dense)	double	5000	5000	0.0152791	1.63622	26.1795
mscal(Dense)	double	6000	6000	0.0317807	1.13276	18.1242
mscal(Dense)	double	7000	7000	0.0436969	1.12136	17.9418
mscal(Dense)	double	8000	8000	0.0570589	1.12165	17.9464
mscal(Dense)	double	9000	9000	0.0651327	1.24362	19.8979
mscal(Dense)	double	10000	10000	0.0717707	1.39333	22.2932
