func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.0163963	0.121979
matvec(Dense)	float	2000	2000	0.000683703	11.701
matvec(Dense)	float	3000	3000	0.000896028	20.0887
matvec(Dense)	float	4000	4000	0.00121164	26.4104
matvec(Dense)	float	5000	5000	0.00153259	32.6245
matvec(Dense)	float	6000	6000	0.00196287	36.681
matvec(Dense)	float	7000	7000	0.00248225	39.4804
matvec(Dense)	float	8000	8000	0.00317846	40.2711
matvec(Dense)	float	9000	9000	0.00379379	42.7014
matvec(Dense)	float	10000	10000	0.00453975	44.0553
matvec(Dense)	double	1000	1000	0.000545878	3.66382
matvec(Dense)	double	2000	2000	0.000818083	9.77895
matvec(Dense)	double	3000	3000	0.00120723	14.9102
matvec(Dense)	double	4000	4000	0.00183444	17.444
matvec(Dense)	double	5000	5000	0.0024942	20.0465
matvec(Dense)	double	6000	6000	0.00345922	20.8139
matvec(Dense)	double	7000	7000	0.0044413	22.0656
matvec(Dense)	double	8000	8000	0.00568999	22.4956
matvec(Dense)	double	9000	9000	0.00709426	22.8354
