func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.1285e-06	0.109547	0.438188
sum	float	10000	9.6575e-06	1.03546	4.14186
sum	float	100000	1.59349e-05	6.27553	25.1021
sum	float	1000000	8.18711e-05	12.2143	48.8573
sum	float	10000000	0.000770747	12.9744	51.8977
sum	float	100000000	0.00851588	11.7428	46.9711
sum	double	1000	9.1988e-06	0.10871	0.869679
sum	double	10000	9.4568e-06	1.05744	8.45952
sum	double	100000	1.60889e-05	6.21547	49.7237
sum	double	1000000	8.10723e-05	12.3347	98.6774
sum	double	10000000	0.00505747	1.97727	15.8182
sum	double	100000000	0.0412149	2.42631	19.4105
