func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	float	1000	1000	5.4467e-05	18.3597	220.317
matadd(Dense,Dense,Dense)	float	2000	2000	0.00219993	1.81824	21.8188
matadd(Dense,Dense,Dense)	float	3000	3000	0.0107988	0.833429	10.0011
matadd(Dense,Dense,Dense)	float	4000	4000	0.0200297	0.798812	9.58575
matadd(Dense,Dense,Dense)	float	5000	5000	0.0328269	0.761571	9.13885
matadd(Dense,Dense,Dense)	float	6000	6000	0.0357892	1.00589	12.0707
matadd(Dense,Dense,Dense)	float	7000	7000	0.0634787	0.771913	9.26295
matadd(Dense,Dense,Dense)	float	8000	8000	0.0679803	0.941449	11.2974
matadd(Dense,Dense,Dense)	float	9000	9000	0.0868493	0.93265	11.1918
matadd(Dense,Dense,Dense)	float	10000	10000	0.0852703	1.17274	14.0729
matadd(Dense,Dense,Dense)	double	1000	1000	0.0038249	0.261445	6.27468
matadd(Dense,Dense,Dense)	double	2000	2000	0.00937667	0.426591	10.2382
matadd(Dense,Dense,Dense)	double	3000	3000	0.0087126	1.03299	24.7917
matadd(Dense,Dense,Dense)	double	4000	4000	0.0370697	0.431619	10.3589
matadd(Dense,Dense,Dense)	double	5000	5000	0.0565377	0.442183	10.6124
matadd(Dense,Dense,Dense)	double	6000	6000	0.0722152	0.49851	11.9642
matadd(Dense,Dense,Dense)	double	7000	7000	0.0848453	0.577522	13.8605
matadd(Dense,Dense,Dense)	double	8000	8000	0.115629	0.553495	13.2839
matadd(Dense,Dense,Dense)	double	9000	9000	0.174951	0.462987	11.1117
matadd(Dense,Dense,Dense)	double	10000	10000	0.222551	0.449336	10.7841
