func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00821637	243.417
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00467703	1443.22
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00894908	1787.89
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0153066	2041.6
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258176	2091.59
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0409652	2093.24
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0605295	2114.67
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0886984	2054.72
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121639	2055.26
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276095	72.4389
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0878125	76.8684
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207511	77.1045
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403506	77.4461
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.677525	79.7019
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08463	79.0594
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.6123	79.3896
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.30407	79.0991
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16683	78.9433
