func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0371249	4.36365
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.051444	7.08538
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102476	6.32344
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.133832	7.56545
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.167899	8.68381
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.035972	4.50351
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0587053	6.20898
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0840173	7.71269
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113308	8.93586
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.14386	10.1348
