func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_add(Dense,Dense)	Dense	float	1000	1000	0.000183216	5.45803	43.6642
sm_add(Dense,Dense)	Dense	float	2000	2000	0.000540287	7.40348	59.2278
sm_add(Dense,Dense)	Dense	float	3000	3000	0.00114026	7.89296	63.1437
sm_add(Dense,Dense)	Dense	float	4000	4000	0.0018335	8.72646	69.8117
sm_add(Dense,Dense)	Dense	float	5000	5000	0.00246563	10.1394	81.1151
sm_add(Dense,Dense)	Dense	float	6000	6000	0.00353471	10.1847	81.4777
sm_add(Dense,Dense)	Dense	float	7000	7000	0.00474159	10.3341	82.6726
sm_add(Dense,Dense)	Dense	float	8000	8000	0.00621909	10.2909	82.3272
sm_add(Dense,Dense)	Dense	float	9000	9000	0.00772843	10.4808	83.8463
sm_add(Dense,Dense)	Dense	float	10000	10000	0.00975043	10.256	82.0477
sm_add(Dense,Dense)	Dense	double	1000	1000	0.000223707	4.47013	71.522
sm_add(Dense,Dense)	Dense	double	2000	2000	0.000710294	5.63147	90.1035
sm_add(Dense,Dense)	Dense	double	3000	3000	0.00152122	5.91629	94.6606
sm_add(Dense,Dense)	Dense	double	4000	4000	0.00290565	5.50651	88.1042
sm_add(Dense,Dense)	Dense	double	5000	5000	0.00429236	5.82431	93.1889
sm_add(Dense,Dense)	Dense	double	6000	6000	0.00606501	5.93569	94.9711
sm_add(Dense,Dense)	Dense	double	7000	7000	0.00820843	5.96947	95.5116
sm_add(Dense,Dense)	Dense	double	8000	8000	0.0106371	6.0167	96.2671
sm_add(Dense,Dense)	Dense	double	9000	9000	0.0133973	6.046	96.736
sm_add(Dense,Dense)	Dense	double	10000	10000	0.0164798	6.06802	97.0884
