func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	0.00175376	0.092373
matvec(CRS)	float	2000	2000	4.05761e-05	7.985
matvec(CRS)	float	4000	4000	7.43242e-05	8.71856
matvec(CRS)	float	8000	8000	0.00014834	8.73666
matvec(CRS)	float	16000	16000	0.000309323	8.37959
matvec(CRS)	float	32000	32000	0.00100555	5.15537
matvec(CRS)	float	64000	64000	0.00540439	1.91844
matvec(CRS)	double	1000	1000	2.79884e-05	5.78811
matvec(CRS)	double	2000	2000	4.41207e-05	7.34349
matvec(CRS)	double	4000	4000	8.45373e-05	7.66526
matvec(CRS)	double	8000	8000	0.000174991	7.4061
matvec(CRS)	double	16000	16000	0.000372594	6.95663
matvec(CRS)	double	32000	32000	0.00338261	1.53255
matvec(CRS)	double	64000	64000	0.00917124	1.13049
