func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000481635	0.00415252	0.0249151
axpy	float	2000	0.00049354	0.00810472	0.0486283
axpy	float	4000	0.000496891	0.0161001	0.0966006
axpy	float	8000	0.000492109	0.0325131	0.195079
axpy	float	16000	0.000501678	0.0637859	0.382716
axpy	float	32000	0.000498798	0.128308	0.76985
axpy	float	64000	0.00050416	0.253888	1.52333
axpy	float	128000	0.000723713	0.353731	2.12239
axpy	float	256000	0.000738676	0.693133	4.1588
axpy	float	512000	0.000778206	1.31585	7.89508
axpy	float	1024000	0.000834385	2.4545	14.727
axpy	float	2048000	0.000959899	4.26712	25.6027
axpy	float	4096000	0.00120249	6.8125	40.875
axpy	float	8192000	0.00171503	9.55319	57.3191
axpy	float	16384000	0.00268872	12.1872	73.1233
axpy	float	32768000	0.00458233	14.3019	85.8113
axpy	float	65536000	0.00854173	15.3449	92.0694
axpy	double	1000	0.000653268	0.00306153	0.0367384
axpy	double	2000	0.000656382	0.00609401	0.0731282
axpy	double	4000	0.0006573	0.012171	0.146052
axpy	double	8000	0.000440361	0.0363339	0.436006
axpy	double	16000	0.000452868	0.0706607	0.847929
axpy	double	32000	0.000448287	0.142766	1.71319
axpy	double	64000	0.000458994	0.278871	3.34645
axpy	double	128000	0.000462877	0.553063	6.63675
axpy	double	256000	0.000491223	1.0423	12.5076
axpy	double	512000	0.000557354	1.83725	22.047
axpy	double	1024000	0.000688914	2.97279	35.6735
axpy	double	2048000	0.000939539	4.35958	52.315
axpy	double	4096000	0.00142887	5.7332	68.7984
axpy	double	8192000	0.00241705	6.77852	81.3422
axpy	double	16384000	0.00438235	7.47727	89.7273
axpy	double	32768000	0.00830884	7.8875	94.65
axpy	double	65536000	0.0161529	8.11444	97.3732
