func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_div	float	1000	0.00184028	0.00108679	0.00434717
sv_div	float	2000	0.00184163	0.00217199	0.00868794
sv_div	float	4000	0.00186377	0.00429237	0.0171695
sv_div	float	8000	0.00190027	0.00841985	0.0336794
sv_div	float	16000	0.00199203	0.016064	0.0642561
sv_div	float	32000	0.00234918	0.0272435	0.108974
sv_div	float	64000	0.00277563	0.0461157	0.184463
sv_div	float	128000	0.00382096	0.0669988	0.267995
sv_div	float	256000	0.00511381	0.100121	0.400484
sv_div	float	512000	0.00829673	0.123422	0.493689
sv_div	float	1024000	0.0137292	0.149171	0.596684
sv_div	float	2048000	0.0243682	0.168088	0.672352
sv_div	float	4096000	0.0466181	0.175726	0.702903
sv_div	float	8192000	0.0918833	0.178313	0.713253
sv_div	float	16384000	0.182161	0.179885	0.719541
sv_div	float	32768000	0.363035	0.180523	0.72209
