func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.61051e-05	0.124184	0.745106
vv_mul	float	2000	1.59764e-05	0.250369	1.50222
vv_mul	float	4000	1.91597e-05	0.417543	2.50526
vv_mul	float	8000	2.19936e-05	0.727484	4.36491
vv_mul	float	16000	3.08323e-05	1.03787	6.22724
vv_mul	float	32000	4.6302e-05	1.38223	8.29338
vv_mul	float	64000	7.85335e-05	1.62988	9.77927
vv_mul	float	128000	0.000133943	1.91126	11.4675
vv_mul	float	256000	0.000245782	2.08315	12.4989
vv_mul	float	512000	0.000481005	2.12888	12.7733
vv_mul	float	1024000	0.000850399	2.40828	14.4497
vv_mul	float	2048000	0.0016442	2.49117	14.947
vv_mul	float	4096000	0.0071547	1.14498	6.86989
vv_mul	float	8192000	0.0166149	0.986106	5.91663
vv_mul	float	16384000	0.0456154	0.718354	4.31012
vv_mul	float	32768000	0.10346	0.633441	3.80065
vv_mul	float	65536000	0.157639	0.831472	4.98883
vv_mul	double	1000	1.80717e-05	0.11067	1.32804
vv_mul	double	2000	1.93636e-05	0.206573	2.47888
vv_mul	double	4000	2.27399e-05	0.351805	4.22165
vv_mul	double	8000	3.06081e-05	0.522737	6.27285
vv_mul	double	16000	4.76696e-05	0.671287	8.05545
vv_mul	double	32000	7.50277e-05	0.853018	10.2362
vv_mul	double	64000	0.0001384	0.924857	11.0983
vv_mul	double	128000	0.000205313	1.24688	14.9625
vv_mul	double	256000	0.000361428	1.4166	16.9992
vv_mul	double	512000	0.000664746	1.54044	18.4853
vv_mul	double	1024000	0.0013746	1.48989	17.8787
vv_mul	double	2048000	0.00700348	0.584852	7.01822
vv_mul	double	4096000	0.0195963	0.418039	5.01647
vv_mul	double	8192000	0.0522532	0.31355	3.7626
vv_mul	double	16384000	0.0904531	0.362265	4.34718
vv_mul	double	32768000	0.182775	0.358562	4.30274
vv_mul	double	65536000	0.335282	0.390931	4.69117
