func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.0164067	0.121902
matvec(Dense)	float	2000	2000	0.00068612	11.6598
matvec(Dense)	float	3000	3000	0.000897736	20.0504
matvec(Dense)	float	4000	4000	0.00121049	26.4355
matvec(Dense)	float	5000	5000	0.00153361	32.6028
matvec(Dense)	double	1000	1000	0.000586673	3.40905
matvec(Dense)	double	2000	2000	0.000850431	9.40699
matvec(Dense)	double	3000	3000	0.00121982	14.7562
matvec(Dense)	double	4000	4000	0.00181657	17.6156
matvec(Dense)	double	5000	5000	0.00249155	20.0678
