func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00181383	1.10264
mv_mul(Dense)	float	2000	2000	6.72204e-05	119.011
mv_mul(Dense)	float	3000	3000	0.000167151	107.687
mv_mul(Dense)	float	4000	4000	0.00496013	6.45145
mv_mul(Dense)	float	5000	5000	0.00942125	5.30715
mv_mul(Dense)	double	1000	1000	0.000133574	14.973
mv_mul(Dense)	double	2000	2000	0.00014472	55.2792
mv_mul(Dense)	double	3000	3000	0.00587736	3.0626
mv_mul(Dense)	double	4000	4000	0.0125193	2.55604
mv_mul(Dense)	double	5000	5000	0.020249	2.46925
